word,category
contusión,negative
convicto,negative
cookie,negative
copa,negative
copiado,negative
copo,negative
coptis,negative
coqueta,negative
coquetear,negative
corajoso,negative
corajudo,negative
corbata,negative
corcovado,negative
corea,negative
corindón,negative
coronaria,negative
corpacho,negative
correccional,negative
correr,negative
correría,negative
corriente,negative
corroer,negative
corroído,negative
corromper,negative
corromperse,negative
corrompido,negative
corta,negative
cortada,negative
cortante,negative
cortavientos,negative
cortedad,negative
corto,negative
costoso,negative
cotarro,negative
crack,negative
crash,negative
craso,negative
creído,negative
cremación,negative
crepuscular,negative
cresa,negative
crescentia,negative
cretinismo,negative
cretino,negative
cría,negative
criada,negative
criado,negative
criestesia,negative
criminalmente,negative
criminológico,negative
criofobia,negative
criogenia,negative
criopatía,negative
criptograma,negative
crispar,negative
criticable,negative
criticado,negative
criticando,negative
criticón,negative
críticos,negative
cromatográfico,negative
cromoestesia,negative
crucialidad,negative
crucificar,negative
crudeza,negative
cruelmente,negative
cruento,negative
cualquier,negative
cuarcita,negative
cuartazos,negative
cuartearse,negative
cubil,negative
cuchichear,negative
cuchillo,negative
cuchillos,negative
cuelga,negative
cuelgacapas,negative
cuenta,negative
cuentos,negative
cuernos,negative
cuestión,negative
cuestiones,negative
cueva,negative
cuita,negative
cuitado,negative
culí,negative
culpado,negative
culpar,negative
culposo,negative
cuña,negative
cuon,negative
cuón,negative
curco,negative
curiosamente,negative
curioseo,negative
currar,negative
curruscar,negative
cursi,negative
curva,negative
curvatura,negative
cushing,negative
custodiar,negative
cutrería,negative
cyberpunk,negative
cyon,negative
dañado,negative
dañino,negative
dark,negative
débiles,negative
debilidades,negative
debilitar,negative
debilitarse,negative
decadencia,negative
decadente,negative
decaído,negative
decaimiento,negative
decepciones,negative
deceso,negative
decoloración,negative
decreciente,negative
decrecimiento,negative
dedil,negative
defector,negative
defectos,negative
defensiva,negative
defensive,negative
defensividad,negative
defensivo,negative
defervescente,negative
deficiencias,negative
deficiente,negative
deforme,negative
defraudado,negative
degenerado,negative
degenerarse,negative
degollador,negative
degradarse,negative
dejado,negative
dejarse,negative
dejazón,negative
delación,negative
delatar,negative
deletereo,negative
délfico,negative
delgadamente,negative
deliquio,negative
delirantemente,negative
delitos,negative
demasía,negative
demérito,negative
demoledor,negative
demolidor,negative
demoniaco,negative
demonización,negative
demora,negative
demorar,negative
demostrado,negative
dendrita,negative
dendroctonus,negative
denegar,negative
denigración,negative
denigrador,negative
denigrar,negative
denigratorio,negative
denso,negative
dentado,negative
denunciable,negative
denunciador,negative
denunciante,negative
denuncias,negative
denunciatorio,negative
deplorablemente,negative
deposición,negative
depositó,negative
depre,negative
deprecación,negative
deprecar,negative
depresiones,negative
deprimido,negative
dermatitis,negative
dermatofitosis,negative
dermatomiositis,negative
derogar,negative
derramamiento,negative
derramar,negative
derrame,negative
derretir,negative
derribado,negative
derribar,negative
derrisión,negative
derrocar,negative
derrochador,negative
derroche,negative
derrotamiento,negative
derruido,negative
derruir,negative
derruirse,negative
derrumbar,negative
derrumbarse,negative
desaborido,negative
desabotonado,negative
desabrido,negative
desabrigo,negative
desabrimiento,negative
desacato,negative
desaconsejable,negative
desaconsejado,negative
desacorde,negative
desacostumbrado,negative
desacreditado,negative
desacreditador,negative
desaforado,negative
desaforo,negative
desafortunada,negative
desafortunadamente,negative
desafuero,negative
desagradablemente,negative
desagradar,negative
desagradecimiento,negative
desagrado,negative
desagrupado,negative
desaguar,negative
desagüe,negative
desagües,negative
desahucio,negative
desairar,negative
desaire,negative
desalentadamente,negative
desaliento,negative
desaliñado,negative
desaliño,negative
desalmado,negative
desambiguación,negative
desamparado,negative
desamparar,negative
desamparo,negative
desangrarse,negative
desanimadamente,negative
desanimado,negative
desanimar,negative
desapacible,negative
desaparecer,negative
desapercibido,negative
desaprensión,negative
desaprovechado,negative
desaprovechamiento,negative
desaquellar,negative
desarmar,negative
desarmonía,negative
desarrapado,negative
desarreglado,negative
desaseado,negative
desaseo,negative
desasimiento,negative
desasistido,negative
desasistir,negative
desasosegadamente,negative
desasosegado,negative
desasosegar,negative
desasosiego,negative
desastrado,negative
desatención,negative
desatento,negative
desatinado,negative
desautorizar,negative
desazón,negative
desazonado,negative
desazonar,negative
desbarajuste,negative
desbaratar,negative
desbocado,negative
desbridamiento,negative
descabellado,negative
descaecimiento,negative
descalzo,negative
descamisado,negative
descansadamente,negative
descansos,negative
descarada,negative
descaradamente,negative
descaramiento,negative
descararse,negative
descariñado,negative
descaro,negative
descarrilar,negative
descendencia,negative
descendente,negative
descender,negative
descensos,negative
descerebrar,negative
descerrajar,negative
descoco,negative
descolado,negative
descoloración,negative
descolorido,negative
descomponer,negative
descomponerse,negative
descomposicón,negative
descompostura,negative
descompuesto,negative
desconcertante,negative
desconcertar,negative
desconcierto,negative
desconfiado,negative
desconfiar,negative
desconocer,negative
desconocimiento,negative
desconsideración,negative
desconsoladamente,negative
desconsolado,negative
desconsolador,negative
desconsolar,negative
desconsuelo,negative
descontaminar,negative
descontentar,negative
descontrolado,negative
descontrolar,negative
descoordinado,negative
descorazonamiento,negative
descorazonar,negative
descordar,negative
descortesía,negative
descortésmente,negative
descruzado,negative
descuajar,negative
descuidadamente,negative
descuidar,negative
desdeñable,negative
desdeñar,negative
desdicha,negative
desechar,negative
desempleado,negative
desenfreno,negative
desengaño,negative
desenmadejar,negative
desenmarañado,negative
desenredado,negative
desequilibrio,negative
desertar,negative
desértico,negative
desertificación,negative
desescalada,negative
desesclarecedor,negative
desesperadamente,negative
desesperante,negative
desesperanza,negative
desesperanzado,negative
desesperanzar,negative
desesperar,negative
desestabilización,negative
desestabilizar,negative
desestimar,negative
desestimular,negative
desfachatez,negative
desfallecimiento,negative
desfasado,negative
desfavorecer,negative
desfigurar,negative
desfiladero,negative
desfilar,negative
desgajar,negative
desgana,negative
desgarrado,negative
desgarrador,negative
desgarrar,negative
desgarro,negative
desgastar,negative
desgastarse,negative
desglose,negative
desgobierno,negative
desgraciadamente,negative
desgraciados,negative
desgraciar,negative
desgrapar,negative
desgreñado,negative
deshabituado,negative
deshacerse,negative
deshaucio,negative
deshechos,negative
deshincharse,negative
deshizo,negative
deshonestamente,negative
deshonor,negative
deshonrado,negative
deshonrar,negative
deshonrarse,negative
deshonrosa,negative
deshonrosamente,negative
deshonroso,negative
deshumano,negative
desiderátum,negative
desierto,negative
desigualdades,negative
desigualmente,negative
desilusionado,negative
desinclinado,negative
desindustrializado,negative
desintegrado,negative
desintegrador,negative
desintegrar,negative
desinterés,negative
deslealtad,negative
deslucimiento,negative
deslucir,negative
deslustrar,negative
desmadejado,negative
desmadejamiento,negative
desmalazado,negative
desmán,negative
desmaña,negative
desmaño,negative
desmayadamente,negative
desmayado,negative
desmayar,negative
desmayarse,negative
desmedrar,negative
desmejora,negative
desmejorar,negative
desmelenado,negative
desmemoriado,negative
desmentir,negative
desmerecimiento,negative
desmesura,negative
desmoralización,negative
desmoralizador,negative
desmoralizante,negative
desmoralizar,negative
desmoronamiento,negative
desmoronarse,negative
desmotivado,negative
desmotivar,negative
desnivel,negative
desnutrido,negative
desobligar,negative
desodorante,negative
desolación,negative
desoladamente,negative
desolar,negative
desordenar,negative
desorganización,negative
desorganizado,negative
desorientación,negative
desorientado,negative
desorientamiento,negative
despacio,negative
despampanante,negative
despavorido,negative
despavorir,negative
despectivamente,negative
despedida,negative
despedido,negative
despedir,negative
despeinado,negative
despeinar,negative
despellejarse,negative
despeluznante,negative
despeluznar,negative
desperdiciado,negative
desperdiciar,negative
desperdicio,negative
desperfecto,negative
despertador,negative
despiadadamente,negative
despilfarrador,negative
despistado,negative
despistar,negative
desplacer,negative
desplazado,negative
despoblación,negative
despojar,negative
despojaron,negative
despojarse,negative
despolarizar,negative
desposeer,negative
déspota,negative
despreciado,negative
despreciar,negative
despreciativo,negative
desprestigiador,negative
desprestigiar,negative
desprestigio,negative
desprivar,negative
desproporción,negative
desproporcionado,negative
desprotección,negative
desproveído,negative
desprovisto,negative
desquiciante,negative
desquiciar,negative
desquitarse,negative
destapar,negative
destartalado,negative
destechado,negative
destemplar,negative
desterrado,negative
destrozar,negative
destrozarse,negative
destrozo,negative
destructibilidad,negative
destructivamente,negative
destructividad,negative
destruído,negative
destruir,negative
destruirse,negative
desunión,negative
desvalorizar,negative
desvancerse,negative
desvanecerse,negative
desvarío,negative
desventaja,negative
desventajas,negative
desventajoso,negative
desventura,negative
desventurado,negative
desvergüenza,negative
desviar,negative
desviarse,negative
desvitalizar,negative
deteriorable,negative
deteriorar,negative
detestable,negative
detestablemente,negative
detestación,negative
detestado,negative
detritus,negative
deudas,negative
devastado,negative
devil,negative
dextrocardia,negative
dhoti,negative
diabético,negative
diablillo,negative
diablos,negative
diagrama,negative
diametralmente,negative
diantre,negative
diarrea,negative
dicranales,negative
dictioptero,negative
didanosina,negative
die,negative
dies,negative
difamador,negative
difamar,negative
diferencias,negative
difícilmente,negative
dificultar,negative
dificultosa,negative
dificultoso,negative
difracción,negative
difteria,negative
digitaria,negative
dilapidación,negative
diltiazem,negative
diluído,negative
dim,negative
din,negative
dinamitar,negative
dingo,negative
dipsnea,negative
dipsomanía,negative
dipsosaurus,negative
diputado,negative
dire,negative
discapacitar,negative
disconforme,negative
disconformidad,negative
discontinuo,negative
discordancia,negative
discrepancia,negative
discriminatorio,negative
discutirse,negative
disentimiento,negative
disfagia,negative
disfemismo,negative
disfonía,negative
disforia,negative
disfuerzo,negative
disgustar,negative
disgustos,negative
disgustoso,negative
disidencia,negative
disidentes,negative
disimulación,negative
disimulador,negative
disiparse,negative
disléxico,negative
dislocación,negative
